,Reference Security,Ticker_x,Bid Price,Ask Price,Mid Price,Issuer Name,Cpn,Maturity,Ticker_y,Average Equity / Average Assets,Common Eqty / Tot Assets,Debt / Common Equity,Debt/Assets,Debt/EBITDA,EBITDA,Int Exp / Avg Int Bear Liab,Tot Debt / Tot Capital,Tot Loans to Tot Assets,Tot Risk-Based Cap,Earnings Assets / Int Bear Liab,Total Expenses to Average Earning Assets,PD_1y
556,EJ646956 Corp,BACRED,109.22,109.566,109.39299999999999,Mediobanca Banca di Credito Finanziario SpA,5.75,04/18/2023,BACRED,12.3782,12.2212,379.88199999999995,46.4261,,1096.58,,79.0055,66.9288,9041.11,111.961,,0.29992570728063583
557,AW661626 Corp,BACRED,104.86,105.264,105.06200000000001,Mediobanca Banca di Credito Finanziario SpA,1.9,01/25/2024,BACRED,12.3782,12.2212,379.88199999999995,46.4261,,1096.58,,79.0055,66.9288,9041.11,111.961,,0.231999933719635
558,AW661718 Corp,BACRED,102.561,103.072,102.8165,Mediobanca Banca di Credito Finanziario SpA,1.151,01/25/2024,BACRED,12.3782,12.2212,379.88199999999995,46.4261,,1096.58,,79.0055,66.9288,9041.11,111.961,,0.23865704983472824
559,JK613024 Corp,BACRED,99.43,99.71,99.57,Mediobanca Banca di Credito Finanziario SpA,0.0,03/31/2024,BACRED,12.3782,12.2212,379.88199999999995,46.4261,,1096.58,,79.0055,66.9288,9041.11,111.961,,0.23405589163303375
560,QZ715495 Corp,BACRED,99.19,99.62,99.405,Mediobanca Banca di Credito Finanziario SpA,0.0,09/30/2024,BACRED,12.3782,12.2212,379.88199999999995,46.4261,,1096.58,,79.0055,66.9288,9041.11,111.961,,0.20216549187898636
561,AX873251 Corp,BACRED,105.412,105.728,105.57,Mediobanca Banca di Credito Finanziario SpA,1.625,01/07/2025,BACRED,12.3782,12.2212,379.88199999999995,46.4261,,1096.58,,79.0055,66.9288,9041.11,111.961,,0.17377667874097824
562,ZP539557 Corp,BACRED,103.292,103.699,103.4955,Mediobanca Banca di Credito Finanziario SpA,1.125,04/23/2025,BACRED,12.3782,12.2212,379.88199999999995,46.4261,,1096.58,,79.0055,66.9288,9041.11,111.961,,0.16617897152900696
563,AZ576204 Corp,BACRED,103.895,104.29899999999999,104.097,Mediobanca Banca di Credito Finanziario SpA,1.125,07/15/2025,BACRED,12.3782,12.2212,379.88199999999995,46.4261,,1096.58,,79.0055,66.9288,9041.11,111.961,,0.15639688819646835
564,UV853751 Corp,BACRED,107.3,108.625,107.9625,Mediobanca Banca di Credito Finanziario SpA,3.0,09/10/2025,BACRED,12.3782,12.2212,379.88199999999995,46.4261,,1096.58,,79.0055,66.9288,9041.11,111.961,,0.14346680790185928
565,ZQ856319 Corp,BACRED,102.883,103.335,103.109,Mediobanca Banca di Credito Finanziario SpA,0.875,01/15/2026,BACRED,12.3782,12.2212,379.88199999999995,46.4261,,1096.58,,79.0055,66.9288,9041.11,111.961,,0.1422496736049652
566,LW742768 Corp,BACRED,109.80799999999999,112.176,110.992,Mediobanca Banca di Credito Finanziario SpA,3.75,06/16/2026,BACRED,12.3782,12.2212,379.88199999999995,46.4261,,1096.58,,79.0055,66.9288,9041.11,111.961,,0.11789441108703613
567,BG016664 Corp,BACRED,101.666,102.044,101.855,Mediobanca Banca di Credito Finanziario SpA,0.75,07/15/2027,BACRED,12.3782,12.2212,379.88199999999995,46.4261,,1096.58,,79.0055,66.9288,9041.11,111.961,,0.11092913895845413
568,ZO264339 Corp,BACRED,103.50200000000001,104.14299999999999,103.8225,Mediobanca Banca di Credito Finanziario SpA,1.0,09/08/2027,BACRED,12.3782,12.2212,379.88199999999995,46.4261,,1096.58,,79.0055,66.9288,9041.11,111.961,,0.10554110258817673
569,BM582153 Corp,BACRED,102.214,102.68,102.447,Mediobanca Banca di Credito Finanziario SpA,2.3,11/23/2030,BACRED,12.3782,12.2212,379.88199999999995,46.4261,,1096.58,,79.0055,66.9288,9041.11,111.961,,0.07121513038873672
570,BQ128798 Corp,BAER,100.389,100.587,100.488,Bank Julius Baer & Co AG,0.0,06/25/2024,BAER,5.9694400000000005,5.88765,120.199,7.07689,,,,54.5534,43.3305,4429.7,,,0.2151685655117035
571,AM630639 Corp,BALDER,100.515,100.537,100.526,Fastighets AB Balder,1.125,03/14/2022,BALDER,31.691,32.2665,155.517,50.1799,9.37547,9580.0,,57.146,,,,,0.6695428192615509
572,BP963187 Corp,BALDER,100.119,100.165,100.14200000000001,Balder Finland Oyj,0.055,06/14/2023,BALDER,31.691,32.2665,155.517,50.1799,9.37547,9580.0,,57.146,,,,,0.31244031339883804
573,AM630660 Corp,BALDER,105.565,105.73899999999999,105.652,Fastighets AB Balder,1.875,03/14/2025,BALDER,31.691,32.2665,155.517,50.1799,9.37547,9580.0,,57.146,,,,,0.16587982326745987
574,AO868478 Corp,BALDER,106.24,106.45700000000001,106.3485,Fastighets AB Balder,1.875,01/23/2026,BALDER,31.691,32.2665,155.517,50.1799,9.37547,9580.0,,57.146,,,,,0.13564421981573105
575,ZR402625 Corp,BALDER,102.93299999999999,103.195,103.064,Fastighets AB Balder,1.125,01/29/2027,BALDER,31.691,32.2665,155.517,50.1799,9.37547,9580.0,,57.146,,,,,0.11755432933568954
576,ZP605976 Corp,BALDER,102.538,102.845,102.6915,Fastighets AB Balder,1.25,01/28/2028,BALDER,31.691,32.2665,155.517,50.1799,9.37547,9580.0,,57.146,,,,,0.10107655823230743
577,BN512835 Corp,BALDER,100.34,100.7,100.52,Balder Finland Oyj,1.0,01/20/2029,BALDER,31.691,32.2665,155.517,50.1799,9.37547,9580.0,,57.146,,,,,0.09094993025064468
578,BP547024 Corp,BALDER,102.25299999999999,102.677,102.465,Balder Finland Oyj,1.375,05/24/2030,BALDER,31.691,32.2665,155.517,50.1799,9.37547,9580.0,,57.146,,,,,0.07530222088098526
579,AO971106 Corp,BALDER,101.62,102.932,102.276,Fastighets AB Balder,3.0,03/07/2078,BALDER,31.691,32.2665,155.517,50.1799,9.37547,9580.0,,57.146,,,,,
580,BO221289 Corp,BALDER,99.375,99.875,99.625,Fastighets AB Balder,2.873,06/02/2081,BALDER,31.691,32.2665,155.517,50.1799,9.37547,9580.0,,57.146,,,,,
581,BO522294 Corp,BALTAL,100.25,100.875,100.5625,LSF9 Balta Issuer SARL,8.75,12/31/2024,BALTAL,,27.8267,172.67,48.0483,6.83385,58.198,,63.3256,,,,,0.1863277107477188
586,AX472249 Corp,BAMIIM,100.92200000000001,101.22200000000001,101.072,Banco BPM SpA,2.0,03/08/2022,BAMIIM,6.86758,6.65552,510.76,33.9938,,,,83.6248,62.1142,12281.8,253.048,,0.6763593778014183
587,LW189997 Corp,BAMIIM,99.92,100.03,99.975,Banco BPM SpA,0.0,06/22/2022,BAMIIM,6.86758,6.65552,510.76,33.9938,,,,83.6248,62.1142,12281.8,253.048,,0.5405135527253151
588,AF167411 Corp,BAMIIM,103.20100000000001,103.115,103.158,Banco BPM SpA,3.8280000000000003,07/30/2022,BAMIIM,6.86758,6.65552,510.76,33.9938,,,,83.6248,62.1142,12281.8,253.048,,0.48634686321020126
589,AS241388 Corp,BAMIIM,102.773,103.147,102.96,Banco BPM SpA,1.75,04/24/2023,BAMIIM,6.86758,6.65552,510.76,33.9938,,,,83.6248,62.1142,12281.8,253.048,,0.32176273316144943
590,AZ170279 Corp,BAMIIM,105.506,106.8,106.153,Banco BPM SpA,2.5,06/21/2024,BAMIIM,6.86758,6.65552,510.76,33.9938,,,,83.6248,62.1142,12281.8,253.048,,0.20081569254398346
591,ZQ215928 Corp,BAMIIM,104.04700000000001,104.27600000000001,104.1615,Banco BPM SpA,1.75,01/28/2025,BAMIIM,6.86758,6.65552,510.76,33.9938,,,,83.6248,62.1142,12281.8,253.048,,0.17443396896123886
592,BG013158 Corp,BAMIIM,101.86399999999999,102.391,102.1275,Banco BPM SpA,1.625,02/18/2025,BAMIIM,6.86758,6.65552,510.76,33.9938,,,,83.6248,62.1142,12281.8,253.048,,0.17653334140777588
593,BQ415422 Corp,BAMIIM,100.073,100.28299999999999,100.178,Banco BPM SpA,0.875,07/15/2026,BAMIIM,6.86758,6.65552,510.76,33.9938,,,,83.6248,62.1142,12281.8,253.048,,0.13436457514762878
594,AP138030 Corp,BAMIIM,103.654,104.139,103.8965,Banco BPM SpA,4.375,09/21/2027,BAMIIM,6.86758,6.65552,510.76,33.9938,,,,83.6248,62.1142,12281.8,253.048,,0.1048581600189209
595,ZO366735 Corp,BAMIIM,109.0,109.5,109.25,Banco BPM SpA,5.0,09/14/2030,BAMIIM,6.86758,6.65552,510.76,33.9938,,,,83.6248,62.1142,12281.8,253.048,,0.06615239381790161
596,BM906654 Corp,BAMIIM,101.875,102.375,102.125,Banco BPM SpA,3.25,01/14/2031,BAMIIM,6.86758,6.65552,510.76,33.9938,,,,83.6248,62.1142,12281.8,253.048,,0.07042869180440903
597,BQ191409 Corp,BAMIIM,99.89399999999999,100.505,100.1995,Banco BPM SpA,2.875,06/29/2031,BAMIIM,6.86758,6.65552,510.76,33.9938,,,,83.6248,62.1142,12281.8,253.048,,0.0689190998673439
598,AQ556025 Corp,BANCAR,103.113,104.009,103.561,Banca Carige SpA,5.0,12/22/2022,BANCAR,,6.11451,516.144,31.5597,,,,83.6404,58.1936,1422.32,231.565,,0.3788231238722801
599,ZP166284 Corp,BANCAR,99.5,100.5,100.0,Banca Carige SpA,8.25,12/20/2029,BANCAR,,6.11451,516.144,31.5597,,,,83.6404,58.1936,1422.32,231.565,,0.08178989589214325
600,ZP606287 Corp,BANIJA,101.094,101.816,101.455,Banijay Entertainment SASU,3.5,03/01/2025,BANIJA,,,,,,,,,,,,,0.17674579471349716
601,ZP606292 Corp,BANIJA,103.54899999999999,104.03299999999999,103.791,Banijay Group SAS,6.5,03/01/2026,BANIJA,17.9669,16.3931,212.717,34.8708,12.0753,139.2,,65.9636,,,,,0.1375393122434616
603,AU589355 Corp,BANQUE,102.98200000000001,103.48200000000001,103.23200000000001,Banque Internationale a Luxembourg SA,1.5,09/28/2023,BANQUE,6.07397,6.02123,435.955,26.2498,,,1.44425,81.3417,51.3923,1545.33,165.81099999999998,,0.2673289254307747
604,BN570763 Corp,BANQUE,100.149,101.04899999999999,100.59899999999999,Banque Internationale a Luxembourg SA,0.245,01/26/2026,BANQUE,6.07397,6.02123,435.955,26.2498,,,1.44425,81.3417,51.3923,1545.33,165.81099999999998,,0.14611273258924484
605,LW061584 Corp,BARY,106.007,106.387,106.197,Barry Callebaut Services NV,2.375,05/24/2024,BARY,34.8209,32.957,117.195,38.6239,3.74473,713.3380000000001,,53.9397,,,,,0.2054506540298462
606,EJ458138 Corp,BASGR,103.29299999999999,103.446,103.3695,BASF SE,2.0,12/05/2022,BASGR,44.9797,42.0067,60.9998,25.624000000000002,2.15003,6495.0,,37.4263,,,,,0.38964223861694336
607,BJ757268 Corp,BASGR,100.853,100.98,100.9165,BASF SE,0.10099999999999999,06/05/2023,BASGR,44.9797,42.0067,60.9998,25.624000000000002,2.15003,6495.0,,37.4263,,,,,0.31294873356819153
608,EK023314 Corp,BASGR,106.54,106.775,106.6575,BASF SE,2.5,01/22/2024,BASGR,44.9797,42.0067,60.9998,25.624000000000002,2.15003,6495.0,,37.4263,,,,,0.22796841710805893
609,BJ757269 Corp,BASGR,102.78399999999999,103.016,102.9,BASF SE,0.25,06/05/2027,BASGR,44.9797,42.0067,60.9998,25.624000000000002,2.15003,6495.0,,37.4263,,,,,0.11129762977361679
610,AP935256 Corp,BASGR,106.37700000000001,106.777,106.57700000000001,BASF SE,0.875,11/15/2027,BASGR,44.9797,42.0067,60.9998,25.624000000000002,2.15003,6495.0,,37.4263,,,,,0.09881632030010223
611,AS665847 Corp,BASGR,112.777,114.006,113.3915,BASF SE,1.5,05/22/2030,BASGR,44.9797,42.0067,60.9998,25.624000000000002,2.15003,6495.0,,37.4263,,,,,0.06459005177021027
612,AO644270 Corp,BATSLN,100.01700000000001,100.022,100.0195,BAT Capital Corp,-0.047,08/16/2021,BATSLN,45.417,45.5175,70.1546,31.9326,4.04294,11383.0,,41.1212,,,,,0.9999992176890373
613,EI865065 Corp,BATSLN,101.075,101.12100000000001,101.098,BAT International Finance PLC,3.625,11/09/2021,BATSLN,5.36822,5.32749,774.7510000000001,41.2748,21.3651,912.0,3.35512,88.5682,87.7605,,203.958,,0.9114190340042114
614,QJ835939 Corp,BATSLN,100.76899999999999,100.82700000000001,100.79799999999999,BAT International Finance PLC,1.0,05/23/2022,BATSLN,5.36822,5.32749,774.7510000000001,41.2748,21.3651,912.0,3.35512,88.5682,87.7605,,203.958,,0.5705585703253746
615,EJ440840 Corp,BATSLN,103.62,103.741,103.6805,BAT International Finance PLC,2.375,01/19/2023,BATSLN,5.36822,5.32749,774.7510000000001,41.2748,21.3651,912.0,3.35512,88.5682,87.7605,,203.958,,0.36294108629226685
616,EK797855 Corp,BATSLN,101.87200000000001,102.03,101.95100000000001,BAT International Finance PLC,0.875,10/13/2023,BATSLN,5.36822,5.32749,774.7510000000001,41.2748,21.3651,912.0,3.35512,88.5682,87.7605,,203.958,,0.2673220783472061
617,AO644260 Corp,BATSLN,102.262,102.512,102.387,BAT Capital Corp,1.125,11/16/2023,BATSLN,45.417,45.5175,70.1546,31.9326,4.04294,11383.0,,41.1212,,,,,0.25681453198194504
618,BH528889 Corp,BATSLN,107.336,107.531,107.4335,BAT Netherlands Finance BV,2.375,10/07/2024,BATSLN,,100.0,0.0,0.0,,,,0.0,,,,,0.1813308671116829
619,EJ602759 Corp,BATSLN,107.803,108.145,107.974,BAT International Finance PLC,2.75,03/25/2025,BATSLN,5.36822,5.32749,774.7510000000001,41.2748,21.3651,912.0,3.35512,88.5682,87.7605,,203.958,,0.15965089201927185
620,EK797879 Corp,BATSLN,103.757,103.927,103.842,BAT International Finance PLC,1.25,03/13/2027,BATSLN,5.36822,5.32749,774.7510000000001,41.2748,21.3651,912.0,3.35512,88.5682,87.7605,,203.958,,0.1140759140253067
621,BH528890 Corp,BATSLN,115.413,115.962,115.6875,BAT Netherlands Finance BV,3.125,04/07/2028,BATSLN,,100.0,0.0,0.0,,,,0.0,,,,,0.08200600743293762
622,AO704304 Corp,BATSLN,109.234,109.81200000000001,109.523,BAT International Finance PLC,2.25,01/16/2030,BATSLN,5.36822,5.32749,774.7510000000001,41.2748,21.3651,912.0,3.35512,88.5682,87.7605,,203.958,,0.071088045835495
623,EK797903 Corp,BATSLN,100.992,103.959,102.4755,BAT International Finance PLC,2.0,03/13/2045,BATSLN,5.36822,5.32749,774.7510000000001,41.2748,21.3651,912.0,3.35512,88.5682,87.7605,,203.958,,0.025066666305065155
624,ZR363689 Corp,BAWAG,100.038,100.46,100.249,BAWAG PSK Bank fuer Arbeit und Wirtschaft und Oesterreichische Postsparkasse AG,0.375,09/03/2027,BAWAG,7.294760000000001,6.994910000000001,364.80400000000003,25.5177,,,0.788194,78.4659,60.5254,3933.0,106.66799999999999,,0.11092738062143326
625,BP371786 Corp,BAWAG,101.37899999999999,101.477,101.428,BAWAG PSK Bank fuer Arbeit und Wirtschaft und Oesterreichische Postsparkasse AG,0.1,05/12/2031,BAWAG,7.294760000000001,6.994910000000001,364.80400000000003,25.5177,,,0.788194,78.4659,60.5254,3933.0,106.66799999999999,,0.06870146095752716
626,BO605730 Corp,BAWAG,99.845,100.03399999999999,99.9395,BAWAG PSK Bank fuer Arbeit und Wirtschaft und Oesterreichische Postsparkasse AG,0.375,03/25/2041,BAWAG,7.294760000000001,6.994910000000001,364.80400000000003,25.5177,,,0.788194,78.4659,60.5254,3933.0,106.66799999999999,,0.03209000825881958
627,EK040155 Corp,BAYLAN,106.943,107.084,107.0135,LFA Foerderbank Bayern,2.125,04/02/2024,BAYLAN,8.275960000000001,8.20605,985.275,80.8522,,,0.949569,90.7857,,1763.0,110.20100000000001,,0.2126414254307747
628,AX705762 Corp,BAYLAN,102.772,102.915,102.8435,LFA Foerderbank Bayern,0.25,12/01/2025,BAYLAN,8.275960000000001,8.20605,985.275,80.8522,,,0.949569,90.7857,,1763.0,110.20100000000001,,0.14640285074710846
629,AZ718213 Corp,BAYLAN,102.09200000000001,102.235,102.1635,LFA Foerderbank Bayern,0.05,07/30/2026,BAYLAN,8.275960000000001,8.20605,985.275,80.8522,,,0.949569,90.7857,,1763.0,110.20100000000001,,0.12992840260267258
630,AT182118 Corp,BAYNGR,100.289,100.369,100.329,Bayer Capital Corp BV,0.012,06/26/2022,BAYNGR,32.0015,26.0786,136.384,35.5672,,-11886.0,,57.5564,,,,,0.534412182867527
631,AT182229 Corp,BAYNGR,101.009,101.109,101.059,Bayer Capital Corp BV,0.625,12/15/2022,BAYNGR,32.0015,26.0786,136.384,35.5672,,-11886.0,,57.5564,,,,,0.3937360793352127
632,EK591607 Corp,BAYNGR,102.29,103.68700000000001,102.9885,Bayer Capital Corp BV,1.25,11/13/2023,BAYNGR,32.0015,26.0786,136.384,35.5672,,-11886.0,,57.5564,,,,,0.2556839808821678
633,BK322083 Corp,BAYNGR,101.58,101.7,101.64,Bayer AG,0.375,07/06/2024,BAYNGR,32.0015,26.0786,136.384,35.5672,,-11886.0,,57.5564,,,,,0.21018192172050476
634,BN390889 Corp,BAYNGR,100.419,100.537,100.478,Bayer AG,0.05,01/12/2025,BAYNGR,32.0015,26.0786,136.384,35.5672,,-11886.0,,57.5564,,,,,0.18496685475111008
635,AT182306 Corp,BAYNGR,100.63799999999999,101.03200000000001,100.835,Bayer Capital Corp BV,1.5,06/26/2026,BAYNGR,32.0015,26.0786,136.384,35.5672,,-11886.0,,57.5564,,,,,0.13449853658676147
636,BK322084 Corp,BAYNGR,102.76,103.066,102.913,Bayer AG,0.75,01/06/2027,BAYNGR,32.0015,26.0786,136.384,35.5672,,-11886.0,,57.5564,,,,,0.11905347555875778
637,BN390891 Corp,BAYNGR,99.48,99.98,99.73,Bayer AG,0.375,01/12/2029,BAYNGR,32.0015,26.0786,136.384,35.5672,,-11886.0,,57.5564,,,,,0.09217756241559982
638,AT182324 Corp,BAYNGR,106.22,106.84200000000001,106.531,Bayer Capital Corp BV,2.125,12/15/2029,BAYNGR,32.0015,26.0786,136.384,35.5672,,-11886.0,,57.5564,,,,,0.07491767406463623
639,BK322085 Corp,BAYNGR,104.54,104.876,104.708,Bayer AG,1.125,01/06/2030,BAYNGR,32.0015,26.0786,136.384,35.5672,,-11886.0,,57.5564,,,,,0.07628558576107025
640,BN390892 Corp,BAYNGR,98.949,99.315,99.132,Bayer AG,0.625,07/12/2031,BAYNGR,32.0015,26.0786,136.384,35.5672,,-11886.0,,57.5564,,,,,0.06967378407716751
641,BK322086 Corp,BAYNGR,104.85799999999999,105.311,105.0845,Bayer AG,1.375,07/06/2032,BAYNGR,32.0015,26.0786,136.384,35.5672,,-11886.0,,57.5564,,,,,0.05805158615112305
642,BN390894 Corp,BAYNGR,97.03,97.50200000000001,97.266,Bayer AG,1.0,01/12/2036,BAYNGR,32.0015,26.0786,136.384,35.5672,,-11886.0,,57.5564,,,,,0.047559529542922974
643,EK352403 Corp,BAYNGR,113.744,114.557,114.1505,Bayer AG,3.75,07/01/2074,BAYNGR,32.0015,26.0786,136.384,35.5672,,-11886.0,,57.5564,,,,,
644,EK834863 Corp,BAYNGR,103.447,104.083,103.765,Bayer AG,2.375,04/02/2075,BAYNGR,32.0015,26.0786,136.384,35.5672,,-11886.0,,57.5564,,,,,
645,ZQ512606 Corp,BAYNGR,101.18799999999999,101.948,101.568,Bayer AG,2.375,11/12/2079,BAYNGR,32.0015,26.0786,136.384,35.5672,,-11886.0,,57.5564,,,,,
646,ZQ513315 Corp,BAYNGR,104.625,105.225,104.925,Bayer AG,3.125,11/12/2079,BAYNGR,32.0015,26.0786,136.384,35.5672,,-11886.0,,57.5564,,,,,
652,EF602484 Corp,BBVASM,0.2,,,Banco Bilbao Vizcaya Argentaria SA,0.5479999999999999,08/09/2021,BBVASM,6.50472,6.05127,434.356,26.2841,,,,79.4593,43.9004,58147.0,194.614,,7.450580596923828e-09
653,AN103588 Corp,BBVASM,100.41799999999999,100.48,100.449,Banco Bilbao Vizcaya Argentaria SA,0.054000000000000006,04/12/2022,BBVASM,6.50472,6.05127,434.356,26.2841,,,,79.4593,43.9004,58147.0,194.614,,0.6262225583195686
654,AO951988 Corp,BBVASM,101.26100000000001,101.396,101.3285,Banco Bilbao Vizcaya Argentaria SA,0.75,09/11/2022,BBVASM,6.50472,6.05127,434.356,26.2841,,,,79.4593,43.9004,58147.0,194.614,,0.45821868628263474
655,AR504308 Corp,BBVASM,100.726,100.85600000000001,100.791,Banco Bilbao Vizcaya Argentaria SA,0.054000000000000006,03/09/2023,BBVASM,6.50472,6.05127,434.356,26.2841,,,,79.4593,43.9004,58147.0,194.614,,0.3504139855504036
656,AX330114 Corp,BBVASM,103.421,103.603,103.512,Banco Bilbao Vizcaya Argentaria SA,1.125,02/28/2024,BBVASM,6.50472,6.05127,434.356,26.2841,,,,79.4593,43.9004,58147.0,194.614,,0.22927187383174896
657,ZR766705 Corp,BBVASM,101.729,101.85,101.7895,Banco Bilbao Vizcaya Argentaria SA,0.375,10/02/2024,BBVASM,6.50472,6.05127,434.356,26.2841,,,,79.4593,43.9004,58147.0,194.614,,0.1958565190434456
658,AS491511 Corp,BBVASM,105.434,105.69,105.56200000000001,Banco Bilbao Vizcaya Argentaria SA,1.375,05/14/2025,BBVASM,6.50472,6.05127,434.356,26.2841,,,,79.4593,43.9004,58147.0,194.614,,0.15953486412763596
659,BJ735689 Corp,BBVASM,103.463,103.76299999999999,103.613,Banco Bilbao Vizcaya Argentaria SA,0.75,06/04/2025,BBVASM,6.50472,6.05127,434.356,26.2841,,,,79.4593,43.9004,58147.0,194.614,,0.16149429231882095
660,AZ127716 Corp,BBVASM,104.932,105.265,105.0985,Banco Bilbao Vizcaya Argentaria SA,1.0,06/21/2026,BBVASM,6.50472,6.05127,434.356,26.2841,,,,79.4593,43.9004,58147.0,194.614,,0.12743814289569855
661,ZQ512378 Corp,BBVASM,102.152,102.58200000000001,102.367,Banco Bilbao Vizcaya Argentaria SA,0.375,11/15/2026,BBVASM,6.50472,6.05127,434.356,26.2841,,,,79.4593,43.9004,58147.0,194.614,,0.12289803475141525
662,ZP317656 Corp,BBVASM,101.634,101.90100000000001,101.7675,Banco Bilbao Vizcaya Argentaria SA,0.5,01/14/2027,BBVASM,6.50472,6.05127,434.356,26.2841,,,,79.4593,43.9004,58147.0,194.614,,0.12042921781539917
663,AM377864 Corp,BBVASM,116.27600000000001,116.7,116.488,Banco Bilbao Vizcaya Argentaria SA,3.5,02/10/2027,BBVASM,6.50472,6.05127,434.356,26.2841,,,,79.4593,43.9004,58147.0,194.614,,0.09701863676309586
664,BO605909 Corp,BBVASM,100.583,100.866,100.7245,Banco Bilbao Vizcaya Argentaria SA,0.125,03/24/2027,BBVASM,6.50472,6.05127,434.356,26.2841,,,,79.4593,43.9004,58147.0,194.614,,0.11831632256507874
665,AX240065 Corp,BBVASM,105.569,105.72399999999999,105.6465,Banco Bilbao Vizcaya Argentaria SA,2.575,02/22/2029,BBVASM,6.50472,6.05127,434.356,26.2841,,,,79.4593,43.9004,58147.0,194.614,,0.0838511735200882
666,ZP426721 Corp,BBVASM,101.171,101.335,101.25299999999999,Banco Bilbao Vizcaya Argentaria SA,1.0,01/16/2030,BBVASM,6.50472,6.05127,434.356,26.2841,,,,79.4593,43.9004,58147.0,194.614,,0.07971759885549545
667,ZS440235 Corp,BCART,80.25,81.0,80.625,Biocartis Group NV,4.0,05/09/2024,BCART,25.3327,17.4922,408.858,71.5182,,-37.114000000000004,,80.3482,,,,,0.2831876203417778
