,Reference Security,Ticker_x,Bid Price,Ask Price,Mid Price,Issuer Name,Cpn,Maturity,Ticker_y,Average Equity / Average Assets,Common Eqty / Tot Assets,Debt / Common Equity,Debt/Assets,Debt/EBITDA,EBITDA,Int Exp / Avg Int Bear Liab,Tot Debt / Tot Capital,Tot Loans to Tot Assets,Tot Risk-Based Cap,Earnings Assets / Int Bear Liab,Total Expenses to Average Earning Assets
576,ZP605976 Corp,BALDER,102.538,102.845,102.69149999999999,Fastighets AB Balder,1.25,01/28/2028,BALDER,31.691,32.2665,155.517,50.1799,9.37547,9580.0,,57.146,,,,
577,BN512835 Corp,BALDER,100.34,100.7,100.52000000000001,Balder Finland Oyj,1.0,01/20/2029,BALDER,31.691,32.2665,155.517,50.1799,9.37547,9580.0,,57.146,,,,
578,BP547024 Corp,BALDER,102.253,102.677,102.465,Balder Finland Oyj,1.375,05/24/2030,BALDER,31.691,32.2665,155.517,50.1799,9.37547,9580.0,,57.146,,,,
579,AO971106 Corp,BALDER,101.62,102.932,102.27600000000001,Fastighets AB Balder,3.0,03/07/2078,BALDER,31.691,32.2665,155.517,50.1799,9.37547,9580.0,,57.146,,,,
580,BO221289 Corp,BALDER,99.375,99.875,99.625,Fastighets AB Balder,2.873,06/02/2081,BALDER,31.691,32.2665,155.517,50.1799,9.37547,9580.0,,57.146,,,,
581,BO522294 Corp,BALTAL,100.25,100.875,100.5625,LSF9 Balta Issuer SARL,8.75,12/31/2024,BALTAL,,27.8267,172.67,48.0483,6.83385,58.198,,63.3256,,,,
582,BN484400 Corp,BAMIIM,109.0,109.75,109.375,Banco BPM SpA,6.5,,BAMIIM,6.86758,6.65552,510.76,33.9938,,,,83.6248,62.1142,12281.8,253.048,
583,ZP482040 Corp,BAMIIM,105.566,106.099,105.83250000000001,Banco BPM SpA,6.125,,BAMIIM,6.86758,6.65552,510.76,33.9938,,,,83.6248,62.1142,12281.8,253.048,
584,ZS152988 Corp,BAMIIM,113.518,114.052,113.785,Banco BPM SpA,8.75,,BAMIIM,6.86758,6.65552,510.76,33.9938,,,,83.6248,62.1142,12281.8,253.048,
585,EG558238 Corp,BAMIIM,97.5,98.5,98.0,Banco BPM SpA,1.337,,BAMIIM,6.86758,6.65552,510.76,33.9938,,,,83.6248,62.1142,12281.8,253.048,
586,AX472249 Corp,BAMIIM,100.922,101.222,101.072,Banco BPM SpA,2.0,03/08/2022,BAMIIM,6.86758,6.65552,510.76,33.9938,,,,83.6248,62.1142,12281.8,253.048,
587,LW189997 Corp,BAMIIM,99.92,100.03,99.975,Banco BPM SpA,0.0,06/22/2022,BAMIIM,6.86758,6.65552,510.76,33.9938,,,,83.6248,62.1142,12281.8,253.048,
588,AF167411 Corp,BAMIIM,103.201,103.115,103.15799999999999,Banco BPM SpA,3.828,07/30/2022,BAMIIM,6.86758,6.65552,510.76,33.9938,,,,83.6248,62.1142,12281.8,253.048,
589,AS241388 Corp,BAMIIM,102.773,103.147,102.96000000000001,Banco BPM SpA,1.75,04/24/2023,BAMIIM,6.86758,6.65552,510.76,33.9938,,,,83.6248,62.1142,12281.8,253.048,
590,AZ170279 Corp,BAMIIM,105.506,106.8,106.15299999999999,Banco BPM SpA,2.5,06/21/2024,BAMIIM,6.86758,6.65552,510.76,33.9938,,,,83.6248,62.1142,12281.8,253.048,
591,ZQ215928 Corp,BAMIIM,104.047,104.276,104.16149999999999,Banco BPM SpA,1.75,01/28/2025,BAMIIM,6.86758,6.65552,510.76,33.9938,,,,83.6248,62.1142,12281.8,253.048,
592,BG013158 Corp,BAMIIM,101.864,102.391,102.1275,Banco BPM SpA,1.625,02/18/2025,BAMIIM,6.86758,6.65552,510.76,33.9938,,,,83.6248,62.1142,12281.8,253.048,
593,BQ415422 Corp,BAMIIM,100.073,100.283,100.178,Banco BPM SpA,0.875,07/15/2026,BAMIIM,6.86758,6.65552,510.76,33.9938,,,,83.6248,62.1142,12281.8,253.048,
594,AP138030 Corp,BAMIIM,103.654,104.139,103.8965,Banco BPM SpA,4.375,09/21/2027,BAMIIM,6.86758,6.65552,510.76,33.9938,,,,83.6248,62.1142,12281.8,253.048,
595,ZO366735 Corp,BAMIIM,109.0,109.5,109.25,Banco BPM SpA,5.0,09/14/2030,BAMIIM,6.86758,6.65552,510.76,33.9938,,,,83.6248,62.1142,12281.8,253.048,
596,BM906654 Corp,BAMIIM,101.875,102.375,102.125,Banco BPM SpA,3.25,01/14/2031,BAMIIM,6.86758,6.65552,510.76,33.9938,,,,83.6248,62.1142,12281.8,253.048,
597,BQ191409 Corp,BAMIIM,99.894,100.505,100.1995,Banco BPM SpA,2.875,06/29/2031,BAMIIM,6.86758,6.65552,510.76,33.9938,,,,83.6248,62.1142,12281.8,253.048,
598,AQ556025 Corp,BANCAR,103.113,104.009,103.561,Banca Carige SpA,5.0,12/22/2022,BANCAR,,6.11451,516.144,31.5597,,,,83.6404,58.1936,1422.32,231.565,
599,ZP166284 Corp,BANCAR,99.5,100.5,100.0,Banca Carige SpA,8.25,12/20/2029,BANCAR,,6.11451,516.144,31.5597,,,,83.6404,58.1936,1422.32,231.565,
600,ZP606287 Corp,BANIJA,101.094,101.816,101.455,Banijay Entertainment SASU,3.5,03/01/2025,BANIJA,,,,,,,,,,,,
601,ZP606292 Corp,BANIJA,103.549,104.033,103.791,Banijay Group SAS,6.5,03/01/2026,BANIJA,17.9669,16.3931,212.717,34.8708,12.0753,139.2,,65.9636,,,,
602,ZQ512668 Corp,BANQUE,104.39,105.266,104.828,Banque Internationale a Luxembourg SA,5.25,,BANQUE,6.07397,6.02123,435.955,26.2498,,,1.44425,81.3417,51.3923,1545.33,165.811,
603,AU589355 Corp,BANQUE,102.982,103.482,103.232,Banque Internationale a Luxembourg SA,1.5,09/28/2023,BANQUE,6.07397,6.02123,435.955,26.2498,,,1.44425,81.3417,51.3923,1545.33,165.811,
604,BN570763 Corp,BANQUE,100.149,101.049,100.599,Banque Internationale a Luxembourg SA,0.245,01/26/2026,BANQUE,6.07397,6.02123,435.955,26.2498,,,1.44425,81.3417,51.3923,1545.33,165.811,
605,LW061584 Corp,BARY,106.007,106.387,106.197,Barry Callebaut Services NV,2.375,05/24/2024,BARY,34.8209,32.957,117.195,38.6239,3.74473,713.338,,53.9397,,,,
606,EJ458138 Corp,BASGR,103.293,103.446,103.3695,BASF SE,2.0,12/05/2022,BASGR,44.9797,42.0067,60.9998,25.624,2.15003,6495.0,,37.4263,,,,
607,BJ757268 Corp,BASGR,100.853,100.98,100.9165,BASF SE,0.101,06/05/2023,BASGR,44.9797,42.0067,60.9998,25.624,2.15003,6495.0,,37.4263,,,,
608,EK023314 Corp,BASGR,106.54,106.775,106.6575,BASF SE,2.5,01/22/2024,BASGR,44.9797,42.0067,60.9998,25.624,2.15003,6495.0,,37.4263,,,,
609,BJ757269 Corp,BASGR,102.784,103.016,102.9,BASF SE,0.25,06/05/2027,BASGR,44.9797,42.0067,60.9998,25.624,2.15003,6495.0,,37.4263,,,,
610,AP935256 Corp,BASGR,106.377,106.777,106.577,BASF SE,0.875,11/15/2027,BASGR,44.9797,42.0067,60.9998,25.624,2.15003,6495.0,,37.4263,,,,
611,AS665847 Corp,BASGR,112.777,114.006,113.39150000000001,BASF SE,1.5,05/22/2030,BASGR,44.9797,42.0067,60.9998,25.624,2.15003,6495.0,,37.4263,,,,
612,AO644270 Corp,BATSLN,100.017,100.022,100.0195,BAT Capital Corp,-0.047,08/16/2021,BATSLN,45.417,45.5175,70.1546,31.9326,4.04294,11383.0,,41.1212,,,,
613,EI865065 Corp,BATSLN,101.075,101.121,101.098,BAT International Finance PLC,3.625,11/09/2021,BATSLN,5.36822,5.32749,774.751,41.2748,21.3651,912.0,3.35512,88.5682,87.7605,,203.958,
614,QJ835939 Corp,BATSLN,100.769,100.827,100.798,BAT International Finance PLC,1.0,05/23/2022,BATSLN,5.36822,5.32749,774.751,41.2748,21.3651,912.0,3.35512,88.5682,87.7605,,203.958,
615,EJ440840 Corp,BATSLN,103.62,103.741,103.6805,BAT International Finance PLC,2.375,01/19/2023,BATSLN,5.36822,5.32749,774.751,41.2748,21.3651,912.0,3.35512,88.5682,87.7605,,203.958,
616,EK797855 Corp,BATSLN,101.872,102.03,101.951,BAT International Finance PLC,0.875,10/13/2023,BATSLN,5.36822,5.32749,774.751,41.2748,21.3651,912.0,3.35512,88.5682,87.7605,,203.958,
617,AO644260 Corp,BATSLN,102.262,102.512,102.387,BAT Capital Corp,1.125,11/16/2023,BATSLN,45.417,45.5175,70.1546,31.9326,4.04294,11383.0,,41.1212,,,,
618,BH528889 Corp,BATSLN,107.336,107.531,107.43350000000001,BAT Netherlands Finance BV,2.375,10/07/2024,BATSLN,,100.0,0.0,0.0,,,,0.0,,,,
619,EJ602759 Corp,BATSLN,107.803,108.145,107.97399999999999,BAT International Finance PLC,2.75,03/25/2025,BATSLN,5.36822,5.32749,774.751,41.2748,21.3651,912.0,3.35512,88.5682,87.7605,,203.958,
620,EK797879 Corp,BATSLN,103.757,103.927,103.84200000000001,BAT International Finance PLC,1.25,03/13/2027,BATSLN,5.36822,5.32749,774.751,41.2748,21.3651,912.0,3.35512,88.5682,87.7605,,203.958,
621,BH528890 Corp,BATSLN,115.413,115.962,115.6875,BAT Netherlands Finance BV,3.125,04/07/2028,BATSLN,,100.0,0.0,0.0,,,,0.0,,,,
622,AO704304 Corp,BATSLN,109.234,109.812,109.523,BAT International Finance PLC,2.25,01/16/2030,BATSLN,5.36822,5.32749,774.751,41.2748,21.3651,912.0,3.35512,88.5682,87.7605,,203.958,
623,EK797903 Corp,BATSLN,100.992,103.959,102.47550000000001,BAT International Finance PLC,2.0,03/13/2045,BATSLN,5.36822,5.32749,774.751,41.2748,21.3651,912.0,3.35512,88.5682,87.7605,,203.958,
624,ZR363689 Corp,BAWAG,100.038,100.46,100.249,BAWAG PSK Bank fuer Arbeit und Wirtschaft und Oesterreichische Postsparkasse AG,0.375,09/03/2027,BAWAG,7.29476,6.99491,364.804,25.5177,,,0.788194,78.4659,60.5254,3933.0,106.668,
625,BP371786 Corp,BAWAG,101.379,101.477,101.428,BAWAG PSK Bank fuer Arbeit und Wirtschaft und Oesterreichische Postsparkasse AG,0.1,05/12/2031,BAWAG,7.29476,6.99491,364.804,25.5177,,,0.788194,78.4659,60.5254,3933.0,106.668,
626,BO605730 Corp,BAWAG,99.845,100.034,99.93950000000001,BAWAG PSK Bank fuer Arbeit und Wirtschaft und Oesterreichische Postsparkasse AG,0.375,03/25/2041,BAWAG,7.29476,6.99491,364.804,25.5177,,,0.788194,78.4659,60.5254,3933.0,106.668,
627,EK040155 Corp,BAYLAN,106.943,107.084,107.0135,LFA Foerderbank Bayern,2.125,04/02/2024,BAYLAN,8.27596,8.20605,985.275,80.8522,,,0.949569,90.7857,,1763.0,110.201,
628,AX705762 Corp,BAYLAN,102.772,102.915,102.8435,LFA Foerderbank Bayern,0.25,12/01/2025,BAYLAN,8.27596,8.20605,985.275,80.8522,,,0.949569,90.7857,,1763.0,110.201,
629,AZ718213 Corp,BAYLAN,102.092,102.235,102.1635,LFA Foerderbank Bayern,0.05,07/30/2026,BAYLAN,8.27596,8.20605,985.275,80.8522,,,0.949569,90.7857,,1763.0,110.201,
630,AT182118 Corp,BAYNGR,100.289,100.369,100.32900000000001,Bayer Capital Corp BV,0.012,06/26/2022,BAYNGR,32.0015,26.0786,136.384,35.5672,,-11886.0,,57.5564,,,,
631,AT182229 Corp,BAYNGR,101.009,101.109,101.059,Bayer Capital Corp BV,0.625,12/15/2022,BAYNGR,32.0015,26.0786,136.384,35.5672,,-11886.0,,57.5564,,,,
632,EK591607 Corp,BAYNGR,102.29,103.687,102.9885,Bayer Capital Corp BV,1.25,11/13/2023,BAYNGR,32.0015,26.0786,136.384,35.5672,,-11886.0,,57.5564,,,,
633,BK322083 Corp,BAYNGR,101.58,101.7,101.64,Bayer AG,0.375,07/06/2024,BAYNGR,32.0015,26.0786,136.384,35.5672,,-11886.0,,57.5564,,,,
634,BN390889 Corp,BAYNGR,100.419,100.537,100.47800000000001,Bayer AG,0.05,01/12/2025,BAYNGR,32.0015,26.0786,136.384,35.5672,,-11886.0,,57.5564,,,,
635,AT182306 Corp,BAYNGR,100.638,101.032,100.83500000000001,Bayer Capital Corp BV,1.5,06/26/2026,BAYNGR,32.0015,26.0786,136.384,35.5672,,-11886.0,,57.5564,,,,
636,BK322084 Corp,BAYNGR,102.76,103.066,102.91300000000001,Bayer AG,0.75,01/06/2027,BAYNGR,32.0015,26.0786,136.384,35.5672,,-11886.0,,57.5564,,,,
637,BN390891 Corp,BAYNGR,99.48,99.98,99.73,Bayer AG,0.375,01/12/2029,BAYNGR,32.0015,26.0786,136.384,35.5672,,-11886.0,,57.5564,,,,
638,AT182324 Corp,BAYNGR,106.22,106.842,106.531,Bayer Capital Corp BV,2.125,12/15/2029,BAYNGR,32.0015,26.0786,136.384,35.5672,,-11886.0,,57.5564,,,,
639,BK322085 Corp,BAYNGR,104.54,104.876,104.708,Bayer AG,1.125,01/06/2030,BAYNGR,32.0015,26.0786,136.384,35.5672,,-11886.0,,57.5564,,,,
640,BN390892 Corp,BAYNGR,98.949,99.315,99.132,Bayer AG,0.625,07/12/2031,BAYNGR,32.0015,26.0786,136.384,35.5672,,-11886.0,,57.5564,,,,
641,BK322086 Corp,BAYNGR,104.858,105.311,105.0845,Bayer AG,1.375,07/06/2032,BAYNGR,32.0015,26.0786,136.384,35.5672,,-11886.0,,57.5564,,,,
642,BN390894 Corp,BAYNGR,97.03,97.502,97.26599999999999,Bayer AG,1.0,01/12/2036,BAYNGR,32.0015,26.0786,136.384,35.5672,,-11886.0,,57.5564,,,,
643,EK352403 Corp,BAYNGR,113.744,114.557,114.1505,Bayer AG,3.75,07/01/2074,BAYNGR,32.0015,26.0786,136.384,35.5672,,-11886.0,,57.5564,,,,
644,EK834863 Corp,BAYNGR,103.447,104.083,103.765,Bayer AG,2.375,04/02/2075,BAYNGR,32.0015,26.0786,136.384,35.5672,,-11886.0,,57.5564,,,,
645,ZQ512606 Corp,BAYNGR,101.188,101.948,101.568,Bayer AG,2.375,11/12/2079,BAYNGR,32.0015,26.0786,136.384,35.5672,,-11886.0,,57.5564,,,,
646,ZQ513315 Corp,BAYNGR,104.625,105.225,104.925,Bayer AG,3.125,11/12/2079,BAYNGR,32.0015,26.0786,136.384,35.5672,,-11886.0,,57.5564,,,,
647,AN643952 Corp,BBVASM,103.654,104.014,103.834,Banco Bilbao Vizcaya Argentaria SA,5.875,,BBVASM,6.50472,6.05127,434.356,26.2841,,,,79.4593,43.9004,58147.0,194.614,
648,AU573105 Corp,BBVASM,107.217,108.753,107.985,Banco Bilbao Vizcaya Argentaria SA,5.875,,BBVASM,6.50472,6.05127,434.356,26.2841,,,,79.4593,43.9004,58147.0,194.614,
649,AX751637 Corp,BBVASM,108.913,110.438,109.6755,Banco Bilbao Vizcaya Argentaria SA,6.0,,BBVASM,6.50472,6.05127,434.356,26.2841,,,,79.4593,43.9004,58147.0,194.614,
650,BK422067 Corp,BBVASM,114.0,114.75,114.375,Banco Bilbao Vizcaya Argentaria SA,6.0,,BBVASM,6.50472,6.05127,434.356,26.2841,,,,79.4593,43.9004,58147.0,194.614,
651,EG219436 Corp,BBVASM,92.0,94.0,93.0,Banco Bilbao Vizcaya Argentaria SA,0.757,,BBVASM,6.50472,6.05127,434.356,26.2841,,,,79.4593,43.9004,58147.0,194.614,
652,EF602484 Corp,BBVASM,0.2,,,Banco Bilbao Vizcaya Argentaria SA,0.548,08/09/2021,BBVASM,6.50472,6.05127,434.356,26.2841,,,,79.4593,43.9004,58147.0,194.614,
653,AN103588 Corp,BBVASM,100.418,100.48,100.44900000000001,Banco Bilbao Vizcaya Argentaria SA,0.054,04/12/2022,BBVASM,6.50472,6.05127,434.356,26.2841,,,,79.4593,43.9004,58147.0,194.614,
654,AO951988 Corp,BBVASM,101.261,101.396,101.32849999999999,Banco Bilbao Vizcaya Argentaria SA,0.75,09/11/2022,BBVASM,6.50472,6.05127,434.356,26.2841,,,,79.4593,43.9004,58147.0,194.614,
655,AR504308 Corp,BBVASM,100.726,100.856,100.791,Banco Bilbao Vizcaya Argentaria SA,0.054,03/09/2023,BBVASM,6.50472,6.05127,434.356,26.2841,,,,79.4593,43.9004,58147.0,194.614,
656,AX330114 Corp,BBVASM,103.421,103.603,103.512,Banco Bilbao Vizcaya Argentaria SA,1.125,02/28/2024,BBVASM,6.50472,6.05127,434.356,26.2841,,,,79.4593,43.9004,58147.0,194.614,
657,ZR766705 Corp,BBVASM,101.729,101.85,101.7895,Banco Bilbao Vizcaya Argentaria SA,0.375,10/02/2024,BBVASM,6.50472,6.05127,434.356,26.2841,,,,79.4593,43.9004,58147.0,194.614,
658,AS491511 Corp,BBVASM,105.434,105.69,105.562,Banco Bilbao Vizcaya Argentaria SA,1.375,05/14/2025,BBVASM,6.50472,6.05127,434.356,26.2841,,,,79.4593,43.9004,58147.0,194.614,
659,BJ735689 Corp,BBVASM,103.463,103.763,103.613,Banco Bilbao Vizcaya Argentaria SA,0.75,06/04/2025,BBVASM,6.50472,6.05127,434.356,26.2841,,,,79.4593,43.9004,58147.0,194.614,
660,AZ127716 Corp,BBVASM,104.932,105.265,105.0985,Banco Bilbao Vizcaya Argentaria SA,1.0,06/21/2026,BBVASM,6.50472,6.05127,434.356,26.2841,,,,79.4593,43.9004,58147.0,194.614,
661,ZQ512378 Corp,BBVASM,102.152,102.582,102.36699999999999,Banco Bilbao Vizcaya Argentaria SA,0.375,11/15/2026,BBVASM,6.50472,6.05127,434.356,26.2841,,,,79.4593,43.9004,58147.0,194.614,
662,ZP317656 Corp,BBVASM,101.634,101.901,101.7675,Banco Bilbao Vizcaya Argentaria SA,0.5,01/14/2027,BBVASM,6.50472,6.05127,434.356,26.2841,,,,79.4593,43.9004,58147.0,194.614,
663,AM377864 Corp,BBVASM,116.276,116.7,116.488,Banco Bilbao Vizcaya Argentaria SA,3.5,02/10/2027,BBVASM,6.50472,6.05127,434.356,26.2841,,,,79.4593,43.9004,58147.0,194.614,
664,BO605909 Corp,BBVASM,100.583,100.866,100.7245,Banco Bilbao Vizcaya Argentaria SA,0.125,03/24/2027,BBVASM,6.50472,6.05127,434.356,26.2841,,,,79.4593,43.9004,58147.0,194.614,
665,AX240065 Corp,BBVASM,105.569,105.724,105.6465,Banco Bilbao Vizcaya Argentaria SA,2.575,02/22/2029,BBVASM,6.50472,6.05127,434.356,26.2841,,,,79.4593,43.9004,58147.0,194.614,
666,ZP426721 Corp,BBVASM,101.171,101.335,101.253,Banco Bilbao Vizcaya Argentaria SA,1.0,01/16/2030,BBVASM,6.50472,6.05127,434.356,26.2841,,,,79.4593,43.9004,58147.0,194.614,
667,ZS440235 Corp,BCART,80.25,81.0,80.625,Biocartis Group NV,4.0,05/09/2024,BCART,25.3327,17.4922,408.858,71.5182,,-37.114,,80.3482,,,,
